"key","message","comment","context"
"Event end date","Date de fin de l'événement",,
"Event hero bg image","Image d'arrière-plan du héros d'événement",,
"Event hero description","Description du héros d'événement",,
"Event hero overlay color select","Sélection de la couleur de superposition du héros d'événement",,
"Event hero title","Titre du héros d'événement",,
"Event image","Image de l'événement",,
"Event not found","Événement introuvable",,
"Event participants","Participants à l'événement",,
"Event place","Lieu de l'événement",,
"Event product","Produit de l'événement",,
"Event registration template","Modèle d'inscription à l'événement",,
"Event start date","Date de début de l'événement",,
"Event thumbnail image","Image miniature de l'événement",,
"Events","Événements",,
"External Watchers","Observateurs externes",,
"External page","Page externe",,
"Facilities","Installations",,
"Featured","En vedette",,
"Featured ?","En vedette ?",,
"Fields","Champs",,
"Fields for detailing","Champs pour détailler",,
"Fields for listing","Champs pour lister",,
"File","Fichier",,
"File details updated","Détails du fichier mis à jour",,
"Files","Fichiers",,
"Filter On Brands","Filtrer par marques",,
"Filters","Filtres",,
"First name","Prénom",,
"Fiscal position","Position fiscale",,
"Folder","Dossier",,
"Footer","Pied de page",,
"Forum","Forum",,
"Forum app","Application Forum",,
"Forum group","Groupe de forum",,
"Forum group configuration","Configuration du groupe de forum",,
"Forum group configurations","Configurations des groupes de forum",,
"Forum group member","Membre du groupe de forum",,
"Forum group members","Membres du groupe de forum",,
"Forum groups","Groupes de forum",,
"Forum hero bg image","Image d'arrière-plan du héros de forum",,
"Forum hero description","Description du héros de forum",,
"Forum hero overlay color select","Sélection de la couleur de superposition du héros de forum",,
"Forum hero title","Titre du héros de forum",,
"Forum post","Post de forum",,
"Forum posts","Posts de forum",,
"Forum reaction","Réaction de forum",,
"Forum reactions","Réactions de forum",,
"From DB","Depuis la base de données",,
"From WS","Depuis le workspace",,
"Function in directory","Fonction dans l'annuaire",,
"Funny","Drôle",,
"Group","Groupe",,
"Group config","Configuration de groupe",,
"Group configuration","Configuration de groupe",,
"Group member","Membre du groupe",,
"Header",,,
"Hero details","Détails du héros",,
"Hidden","Masqué",,
"Hide prices if no pricelist on partner","Masquer les prix si pas de liste de prix sur le tier",,
"History","Historique",,
"Homepage","Page d'accueil",,
"How to confirm an order ?","Comment confirmer une commande ?",,
"Href","Lien",,
"Icon","Icône",,
"If no more stock","Si plus de stock",,
"Image","Image",,
"In directory","Dans l'annuaire",,
"Instagram","Instagram",,
"Installed","Installé",,
"Internal","Interne",,
"Internal Watchers","Observateurs internes",,
"Invalid address","Adresse invalide",,
"Invitation","Invitation",,
"Invitation portal config","Configuration du portail d'invitation",,
"Invitation templates","Modèles d'invitation",,
"Invitations","Invitations",,
"Invite members","Inviter des membres",,
"Invoice","Facture",,
"Invoice already created for this registration","Facture déjà créée pour cette inscription",,
"Invoice is not valid for payment","La facture n'est pas valide pour le paiement",,
"Invoice not found","Facture introuvable",,
"Is activated on portal","Est activé sur le portail",,
"Is allowed to register","Est autorisé à s'inscrire",,
"Is pin?","Est épinglé ?",,
"Language","Langue",,
"Languages","Langues",,
"Last name","Nom",,
"Left qty","Quantité restante",,
"Left side","Côté gauche",,
"Left/Right menu","Menu gauche/droite",,
"Like","J'aime",,
"Link","Lien",,
"LinkedIn","LinkedIn",,
"Linkedin in directory","LinkedIn dans l'annuaire",,
"Linkedin link","Lien LinkedIn",,
"Localization","Localisation",,
"Login not needed","Connexion non nécessaire",,
"Logo","Logo",,
"Long description","Description longue",,
"Love","J'adore",,
"Main","Principal",,
"Main website","Site web principal",,
"Managed by contact","Géré par le contact",,
"Managed tickets","Tickets gérés",,
"Mattermost channel id","ID du canal Mattermost",,
"Max","Max",,
"Maximum participant per event","Nombre maximum de participants par événement",,
"Maximum participant per registration","Nombre maximum de participants par inscription",,
"Member","Membre",,
"Menu","Menu",,
"Menus","Menus",,
"Meta file","Fichier",,
"Min","Min",,
"My tickets","Mes tickets",,
"Name","Nom",,
"Navigation","Navigation",,
"Nb of products per page","Nb de produits par page",,
"News","Actualités",,
"News app","Application Actualités",,
"News category","Catégorie d'actualités",,
"News hero bg image","Image d'arrière-plan du héros d'actualités",,
"News hero description","Description du héros d'actualités",,
"News hero overlay color select","Sélection de la couleur de superposition du héros d'actualités",,
"News hero title","Titre du héros d'actualités",,
"No","Non",,
"No notification","Aucune notification",,
"Note","Note",,
"Notification","Notification",,
"Notification config","Configuration de notification",,
"Notification configs","Configurations de notification",,
"Notification preference","Préférence de notification",,
"Notification preferences","Préférences de notification",,
"Notification webhook url","URL de webhook de notification",,
"OK","OK",,
"OTP templates","Modèles OTP",,
"Only existing contacts","Seulement les contacts existants",,
"Only if user subscribe to the group","Seulement si l'utilisateur s'abonne au groupe",,
"Only new comments on my post","Seulement les nouveaux commentaires sur mon post",,
"Only selected partner categories","Seulement les catégories de partenaires sélectionnées",,
"Only selected partners","Seulement les partenaires sélectionnés",,
"Options","Options",,
"Order","Ordre",,
"Order for 'my space' menu","Ordre pour le menu 'mon espace'",,
"Order for top menu","Ordre pour le menu supérieur",,
"Order report","Rapport de commande",,
"Order/Quotation","Commande/Devis",,
"Other language pages","Pages dans d'autres langues",,
"Otp portal config","Configuration du portail OTP",,
"Out of stock qty","Quantité en rupture de stock",,
"Outline Person","Profil sommaire",,
"Overlay color","Couleur de superposition",,
"Overview","Aperçu",,
"Page","Page",,
"Parent","Parent",,
"Parent category","Catégorie parente",,
"Parent menu","Menu parent",,
"Parent news categories","Catégories parentes d'actualités",,
"Partial","Partiel",,
"Participant","Participant",,
"Participant not found","Participant introuvable",,
"Participants","Participants",,
"Partner","Partenaire",,
"Partner categories","Catégories de partenaires",,
"Partner price list","Liste de prix du tier",,
"Partner workspace","Espace de travail partenaire",,
"Partner workspaces","Espaces de travail partenaires",,
"Partners","Partenaires",,
"Password","Mot de passe",,
"Pay in advance","Payer à l'avance",,
"Paybox","Paybox",,
"Payment","Paiement",,
"Payment config","Configuration de paiement",,
"Payment configs","Configurations de paiement",,
"Payment options","Options de paiement",,
"Paypal","Paypal",,
"Permission","Permission",,
"Phone","Téléphone",,
"Phone in directory","Téléphone dans l'annuaire",,
"Picture","Image",,
"Portal","Portail",,
"Portal Categories","Catégories du portail",,
"Portal app","Application portail",,
"Portal app config","Configuration de l'application portail",,
"Portal app configs","Configurations des applications portail",,
"Portal app configuration","Configuration de l'application portail",,
"Portal apps","Applications portail",,
"Portal associated products","Produits associés au portail",,
"Portal available options","Options disponibles sur le portail",,
"Portal date","Date du portail",,
"Portal event","Événement du portail",,
"Portal event categories","Catégories d'événement du portail",,
"Portal event category","Catégorie d'événement du portail",,
"Portal event facilities","Installations d'événement du portail",,
"Portal event facility","Installation d'événement du portail",,
"Portal events","Événements du portail",,
"Portal forum post","Post de forum du portail",,
"Portal image","Image du portail",,
"Portal images","Images du portail",,
"Portal invitation","Invitation du portail",,
"Portal invitations","Invitations du portail",,
"Portal news","Actualités du portail",,
"Portal news categories","Catégories d'actualités du portail",,
"Portal news category","Catégorie d'actualités du portail",,
"Portal participant","Participant du portail",,
"Portal participants","Participants du portail",,
"Portal public","Portail public",,
"Portal registration","Inscription du portail",,
"Portal registrations","Inscriptions du portail",,
"Portal user preference","Préférence utilisateur du portail",,
"Portal variants","Variantes du portail",,
"Post","Post",,
"Post attachment","Pièce jointe du post",,
"Post attachments","Pièces jointes du post",,
"Post date and time","Date et heure du post",,
"Preferences","Préférences",,
"Price","Prix",,
"Price After Login","Prix après connexion",,
"Price config","Configuration de prix",,
"Private","Privé",,
"Product","Produit",,
"Product category","Catégorie de produit",,
"Product not found","Produit introuvable",,
"Product variant attribute","Attribut de variante de produit",,
"Products","Produits",,
"Products empty","Produits vides",,
"Project","Projet",,
"Project task","Tâche de projet",,
"Public","Public",,
"Public eshop","Boutique en ligne publique",,
"Public eshop ?","Boutique en ligne publique ?",,
"Public note","Note publique",,
"Publication date","Date de publication",,
"Publish","Publier",,
"Published","Publié",,
"Quantity must be greater than 0","La quantité doit être supérieure à 0",,
"Quote a note","Citer une note",,
"Reaction","Réaction",,
"Reaction comment","Commentaire de réaction",,
"Record updated","Enregistrement mis à jour",,
"Register","S'inscrire",,
"Registration","Inscription",,
"Registration deadline","Date limite d'inscription",,
"Registration error message for non public event","Message d'erreur d'inscription pour un événement non public",,
"Registrations","Inscriptions",,
"Related","Lié",,
"Related files","Fichiers liés",,
"Related news","Actualités liées",,
"Reply on","Répondre à",,
"Request quotation","Demander un devis",,
"Resolved tickets","Tickets résolus",,
"Resources","Ressources",,
"Resources hero bg image","Image d'arrière-plan du héros de ressources",,
"Resources hero description","Description du héros de ressources",,
"Resources hero details","Détails du héros de ressources",,
"Resources hero overlay color select","Sélection de la couleur de superposition du héros de ressources",,
"Resources hero title","Titre du héros de ressources",,
"Restricted","Restreint",,
"Role","Rôle",,
"SEO description","Description SEO",,
"SEO keyword","Mot-clé SEO",,
"SEO title","Titre SEO",,
"SO line","Ligne de commande",,
"Sad","Triste",,
"Sale order","Bon de commande",,
"Select","Sélectionner",,
"Sequence","Séquence",,
"Settings","Paramètres",,
"Shop","Boutique",,
"Show in my space ?","Afficher dans mon espace ?",,
"Show in top menu ?","Afficher dans le menu supérieur ?",,
"Show publication author","Afficher l'auteur de la publication",,
"Show publication date","Afficher la date de publication",,
"Show publication time","Afficher l'heure de publication",,
"Slug","Slug",,
"Slug must be unique","Le slug doit être unique",,
"Social media select","Sélection des réseaux sociaux",,
"Sorting preference","Préférence de tri",,
"Status","Statut",,
"Stock","Stock",,
"Stock location","Emplacement de stock",,
"Stock move","Mouvement de stock",,
"Stripe","Stripe",,
"Sub menus","Sous-menus",,
"Sub title","Sous-titre",,
"Submit","Soumettre",,
"Subscribe to no public events","S'abonner à des événements non publics",,
"Subscribe type","Type d'abonnement",,
"Subscriptions","Abonnements",,
"Subtitle","Sous-titre",,
"Surname","Nom",,
"Task","Tâche",,
"Template","Modèle",,
"Terms of Use Acceptance Text","Texte d'acceptation des conditions d'utilisation",,
"Theme","Thème",,
"Themes","Thèmes",,
"This task status will be used to define which status is flagged as cancelled for tasks.","Ce statut de tâche sera utilisé pour définir quel statut est marqué comme annulé pour les tâches.",,
"Thumbnail image","Image miniature",,
"Ticket hero bg image","Image d'arrière-plan du héros de ticket",,
"Ticket hero description","Description du héros de ticket",,
"Ticket hero overlay color select","Sélection de la couleur de superposition du héros de ticket",,
"Ticket hero title","Titre du héros de ticket",,
"Ticket status change method","Méthode de changement de statut du ticket",,
"Ticketing","Ticketing",,
"Title","Titre",,
"To dispaly or hide financial data on customer side","Afficher ou masquer les données financières côté client",,
"Top menu","Menu supérieur",,
"Top side","Côté supérieur",,
"Total","Total",,
"Track as a public field","Suivre comme un champ public",,
"Track project task fields","Suivre les champs de tâche de projet",,
"Twitter","Twitter",,
"Type","Type",,
"Type select","Sélection de type",,
"URL","URL",,
"Visible in the portal","Visible dans le portail",,
"WT","AT",,
"Watchers","Observateurs",,
"Website","Site web",,
"Website in directory","Site web dans l'annuaire",,
"Website pages","Pages du site web",,
"Which is the main price to display ?","Quel est le prix principal à afficher ?",,
"Wiki","Wiki",,
"Wjhatsapp","WhatsApp",,
"Workspace","Espace de travail",,
"Workspace configs","Configurations d'espace de travail",,
"Workspace logo","Logo de l'espace de travail",,
"Workspace not found","Espace de travail introuvable",,
"Workspaces","Espaces de travail",,
"Yes","Oui",,
"Yes for all","Oui pour tous",,
"Yes if registered on AOS","Oui si enregistré sur AOS",,
"comment.note","commentaire",,
"http://localhost:3000/d/worskpace",,,
"md-ArrowOutward",,,
"md-ArrowRightAlt",,,
"md-Article",,,
"md-AspectRatio",,,
"md-Assessment",,,
"md-Assignment",,,
"md-AssignmentAdd",,,
"md-AssignmentInd",,,
"md-AssignmentLate",,,
"md-AssignmentReturn",,,
"md-AssignmentReturned",,,
"md-AssignmentTurnedIn",,,
"md-AssuredWorkload",,,
"md-Autorenew",,,
"md-Backup",,,
"md-BackupTable",,,
"md-BakeryDining",,,
"md-Balance",,,
"md-BarcodeReader",,,
"md-BatchPrediction",,,
"md-Book",,,
"md-BookOnline",,,
"md-Bookmark",,,
"md-BookmarkAdd",,,
"md-BookmarkAdded",,,
"md-BookmarkBorder",,,
"md-BookmarkRemove",,,
"md-Bookmarks",,,
"md-BrowseGallery",,,
"md-BugReport",,,
"md-Build",,,
"md-BuildCircle",,,
"md-BusinessCenter",,,
"md-Cached",,,
"md-CalendarMonth",,,
"md-CalendarToday",,,
"md-CalendarViewDay",,,
"md-CalendarViewMonth",,,
"md-CalendarViewWeek",,,
"md-CameraEnhance",,,
"md-CancelScheduleSend",,,
"md-CardGiftcard",,,
"md-CardMembership",,,
"md-CardTravel",,,
"md-ChangeHistory",,,
"md-CheckCircle",,,
"md-CheckCircleOutline",,,
"md-ChromeReaderMode",,,
"md-CircleNotifications",,,
"md-Class",,,
"md-CloseFullscreen",,,
"md-Code",,,
"md-CodeOff",,,
"md-CommentBank",,,
"md-Commit",,,
"md-Commute",,,
"md-CompareArrows",,,
"md-Compress",,,
"md-ContactPage",,,
"md-ContactSupport",,,
"md-Contactless",,,
"md-Copyright",,,
"md-CreditCard",,,
"md-CreditCardOff",,,
"md-Css",,,
"md-CurrencyExchange",,,
"md-Dangerous",,,
"md-EmojiEvents",,,
"md-LocationOn",,,
"md-Soap",,,
"md-VpnKey",,,
"show contact","afficher le contact",,
"whatever@example.com",,,
"Please select a template","Veuillez sélectionner un template",,
"Email sent successfully","Email envoyé avec succès",,
"Partner does not have an email address configured","Le tiers n'a pas d'adresse email configurée",,
"Send subscription email","Envoyer un email d'inscription",,
"Send Email","Envoyer un email",,
"Send email","Envoyer un email",,
"Send invitation email","Envoyer un mail d'invitation",,
"Users","Utilisateurs",,
